user_id	Labeling and mislabeling	Catastrophizing	Dichotomous Reasoning	Emotional Reasoning	Disqualifying the Positive	Magnification and Minimization	Mental Filtering	Mindreading	Fortune-telling	Overgeneralizing	Should statements
R7273	0	0	12	0	0	0	0	0	0	0	2
R7274	1	0	40	0	0	41	0	0	1	0	14
R7275	3	0	58	0	0	0	0	3	1	1	18
R7276	22	0	148	0	1	23	0	9	3	2	42
R7277	48	0	220	0	2	44	0	27	4	4	43
R7278	74	0	642	0	4	99	0	24	4	15	123
R7279	0	0	7	0	0	2	0	1	0	0	1
R7280	28	0	211	0	2	20	1	24	1	7	52
R7281	1	0	12	0	0	3	0	1	0	0	2
R7282	113	4	343	0	4	34	0	27	7	10	87
R7283	17	0	365	0	7	38	0	16	2	13	47
R7284	1	0	24	0	0	2	0	2	1	1	0
R7285	77	1	379	0	2	77	1	26	11	11	124
R7286	26	0	289	0	3	32	0	17	1	12	53
R7287	5	0	138	0	1	37	0	10	1	5	15
R7288	1	0	20	0	0	4	0	1	1	0	5
R7289	8	0	185	0	0	16	0	15	1	3	15
R7290	4	0	118	0	0	28	0	8	1	0	173
R7291	0	0	0	0	0	0	0	0	0	0	0
R7292	24	0	288	0	2	13	0	20	1	0	73
R7293	18	0	427	0	2	21	1	27	5	7	92
R7294	0	0	2	0	0	0	0	0	0	0	0
R7295	50	0	379	0	6	41	0	56	13	4	113
R7296	0	0	1	0	0	0	0	0	0	0	0
R7298	0	0	11	0	0	1	1	2	0	1	2
R7299	0	0	1	0	0	0	0	0	0	0	0
R7300	15	0	216	0	2	18	0	24	2	5	26
R7301	43	0	232	0	8	38	0	27	4	7	46
R7302	3	0	111	0	0	5	0	4	0	3	14
R7303	2	0	13	0	0	3	0	2	0	0	1
R7304	18	1	259	0	1	16	0	15	2	8	33
R7305	9	1	104	0	1	10	0	9	4	0	18
R7306	0	0	0	0	0	0	0	0	0	0	0
R7308	12	0	67	0	3	17	0	5	0	0	19
R7309	2	0	19	0	0	0	0	0	0	0	0
R7310	1	0	1	0	0	0	0	0	0	0	0
R7311	9	2	156	0	0	7	0	16	1	8	38
R7312	28	1	434	1	0	85	1	32	4	13	68
R7313	0	0	6	0	0	0	0	0	0	0	1
R7314	11	0	96	0	1	14	0	19	3	1	16
R7315	0	0	0	0	0	0	0	0	0	0	0
R7316	4	0	6	0	0	2	0	0	0	0	0
R7317	0	0	5	0	0	2	0	0	0	0	0
R7318	8	0	61	0	1	2	0	13	1	1	11
R7319	69	4	489	0	4	31	0	53	16	13	183
R7320	0	0	0	0	0	0	0	0	0	0	0
R7321	10	0	694	0	0	5	0	3	1	3	8
R7322	23	1	73	0	1	3	0	1	0	4	13
R7323	0	0	0	0	0	0	0	0	0	0	0
R7324	19	0	89	0	0	16	0	7	1	2	9
R7325	1	0	2	0	0	0	0	0	0	0	0
R7326	24	0	169	0	3	23	0	12	4	4	50
R7328	0	0	11	0	0	2	0	2	0	0	2
R7329	0	0	1	0	0	60	0	12	0	0	0
R7330	4	0	51	0	0	8	0	3	2	0	4
R7331	0	0	0	0	0	0	0	1	0	0	1
R7332	0	0	8	0	0	3	0	1	0	0	1
R7333	7	0	121	0	0	13	0	8	1	2	36
R7334	33	0	281	1	3	23	0	21	1	9	60
R7335	0	0	0	0	0	0	0	0	0	0	0
R7336	68	1	302	0	3	24	1	46	15	21	97
R7337	22	0	201	0	1	16	0	21	2	8	46
R7338	85	0	478	0	10	36	0	32	4	12	70
R7339	14	0	220	0	3	27	0	14	1	2	54
R7340	0	0	19	0	0	3	0	1	0	1	11
R7341	97	2	481	0	9	72	0	42	0	14	103
R7342	6	1	64	0	1	3	0	6	0	0	11
R7343	90	1	394	0	6	46	0	24	18	12	109
R7344	6	0	73	0	1	9	0	4	1	3	36
R7345	4	0	35	0	0	5	0	1	0	1	5
R7346	0	0	3	0	0	0	0	1	0	0	1
R7347	1	0	4	0	0	1	0	0	0	0	2
R7348	36	0	251	1	4	41	0	14	1	9	46
R7349	0	0	0	0	0	0	0	0	0	0	0
R7350	0	0	5	0	0	0	0	4	0	0	1
R7351	41	2	550	0	1	173	0	70	1	1	127
R7352	5	0	57	0	1	9	0	3	1	6	9
R7353	5	0	68	0	0	2	0	3	0	1	3
R7354	1	0	6	0	0	22	0	0	0	0	0
R7355	18	1	209	0	5	14	0	5	7	3	93
R7356	17	1	110	0	3	27	0	15	6	2	41
R7357	3	0	52	0	0	5	0	2	0	0	8
R7358	8	0	115	0	0	26	0	6	4	1	18
R7360	0	0	4	0	0	0	0	0	0	0	3
R7361	17	0	193	0	0	51	0	3	5	1	43
R7362	7	1	118	0	0	10	0	11	4	4	49
R7363	0	0	11	0	2	2	0	1	0	0	4
R7364	33	0	415	0	6	83	0	14	5	17	37
R7365	7	0	70	0	1	7	0	3	2	3	10
R7367	38	1	358	0	5	44	0	33	4	5	98
R7368	1	0	11	0	0	2	0	1	0	0	1
R7369	2	0	29	0	1	2	0	1	0	1	7
R7370	13	0	403	0	1	58	0	12	0	10	26
R7371	12	0	121	0	1	13	0	15	3	6	42
R7372	0	0	0	0	0	0	0	0	0	0	0
R7373	26	1	368	0	1	57	0	29	4	15	74
R7374	13	0	108	0	1	35	1	1	1	1	25
R7375	1	0	159	0	0	0	0	0	0	0	0
R7377	82	1	496	0	12	22	0	72	1	22	116
R7378	4	2	49	0	0	8	0	1	0	6	23
R7379	1	0	10	0	0	1	0	1	0	0	2
R7380	14	0	228	0	0	33	0	6	1	4	21
R7381	0	1	15	0	0	6	0	1	0	1	2
R7382	1	0	6	0	0	2	0	0	0	0	1
R7383	1	0	28	0	0	2	0	1	0	2	2
R7384	22	0	169	0	1	21	0	48	2	3	43
R7385	1	0	5	0	0	0	0	0	0	0	5
R7386	4	0	60	0	0	9	0	3	0	0	12
R7387	5	0	44	0	0	5	0	1	0	0	7
R7388	18	0	188	0	2	12	0	14	1	8	27
R7389	6	0	54	0	0	64	0	4	2	0	42
R7390	61	1	379	0	0	39	0	16	8	16	83
R7391	0	0	2	0	0	0	0	0	0	0	0
R7392	0	0	16	0	1	2	0	0	0	0	6
R7393	0	0	0	0	0	0	0	0	0	0	0
R7394	0	0	1	0	0	0	0	1	0	1	0
R7395	3	0	24	0	0	3	0	0	1	1	10
R7396	7	0	190	0	0	13	0	3	1	3	22
R7397	0	0	0	0	0	0	0	0	0	0	0
R7398	6	0	100	0	0	7	0	10	3	6	8
R7399	34	1	192	0	1	20	0	16	5	8	57
R7400	15	0	211	0	4	20	0	4	0	11	19
R7401	22	0	241	0	0	18	0	25	0	7	53
R7402	10	1	93	0	1	7	0	9	2	2	20
R7403	0	0	0	0	0	0	0	0	0	0	11
R7404	0	0	27	0	0	1	0	1	0	1	1
R7405	0	0	2	0	0	2	0	0	1	1	2
R7406	3	0	35	0	1	1	0	8	1	3	11
R7407	3	0	63	0	0	47	0	3	0	1	6
R7408	3	0	65	0	0	3	0	4	0	0	3
R7409	0	0	12	0	0	12	0	3	0	0	0
R7410	4	0	30	0	0	3	0	3	1	0	16
R7411	16	0	733	0	0	144	0	34	22	8	59
R7412	33	1	306	1	4	41	0	49	3	5	81
R7413	44	0	383	0	5	46	0	7	6	10	65
R7414	0	0	0	0	0	0	0	0	0	0	0
R7415	15	1	156	0	0	63	0	4	0	1	56
R7416	1	0	250	0	0	2	0	9	0	0	0
R7417	42	0	472	0	4	51	0	35	6	13	104
R7418	34	3	367	0	7	29	0	94	5	14	99
R7420	0	0	0	0	0	0	0	0	0	0	0
R7421	40	1	424	0	0	64	0	24	1	8	74
R7422	0	0	4	0	0	0	0	5	0	0	0
R7423	5	0	43	0	0	4	0	11	1	0	12
R7424	0	0	5	0	0	2	0	0	0	0	0
R7425	2	0	33	0	0	5	0	2	1	0	0
R7426	0	0	6	0	0	3	0	1	0	0	0
R7428	0	0	2	0	0	0	0	1	0	0	1
R7430	1	0	19	0	0	6	0	1	0	0	3
R7431	1	0	7	0	0	3	0	0	0	0	3
R7432	8	0	145	0	0	66	0	14	0	2	46
R7433	54	1	315	0	4	28	0	31	8	6	105
R7434	0	0	0	0	0	0	0	0	0	0	0
R7435	0	0	6	0	0	3	0	0	0	0	0
R7436	28	0	317	0	2	45	0	21	2	6	64
R7437	5	0	115	0	0	9	0	6	0	2	20
R7438	0	0	0	0	0	0	0	0	0	0	0
R7439	14	0	264	0	1	9	0	5	0	5	30
R7440	35	2	249	1	1	39	2	21	3	9	38
R7441	0	0	3	0	0	3	0	1	0	0	0
R7442	34	1	545	0	5	93	0	40	2	8	63
R7443	1	0	46	0	1	6	0	4	0	1	4
R7444	66	1	485	0	14	56	1	55	10	28	121
R7445	22	2	188	0	7	16	0	16	2	4	58
R7446	4	0	1496	0	0	1458	0	0	0	7	0
R7447	10	0	168	0	0	9	0	16	3	1	12
R7448	17	0	186	0	1	19	0	9	0	3	24
R7449	4	0	14	0	0	3	0	4	1	0	4
R7450	26	1	237	0	3	30	0	9	4	14	34
R7451	7	0	55	0	0	15	0	11	0	3	20
R7452	3	0	61	0	0	14	0	5	0	0	14
R7453	0	0	0	0	0	0	0	0	0	0	0
R7454	2	0	58	0	1	9	0	6	1	1	16
R7455	23	1	168	0	1	16	0	11	1	8	72
R7456	1	0	123	0	0	92	0	4	0	0	272
R7457	0	0	9	0	0	1	0	0	0	0	0
R7459	3	0	32	0	1	7	0	12	0	1	10
R7460	0	0	0	0	0	0	0	0	0	0	0
R7461	26	1	261	0	8	55	0	7	1	11	64
R7462	0	0	0	0	0	0	0	0	0	0	0
R7463	51	0	258	0	5	45	0	46	4	5	42
R7465	0	0	6	0	0	2	0	0	0	0	2
R7466	0	0	1	0	0	0	0	0	0	0	0
R7467	0	0	0	0	0	0	0	0	0	0	0
R7468	10	4	219	0	0	92	0	10	7	4	141
R7470	45	0	241	1	3	48	0	16	2	7	31
R7471	61	0	367	0	2	65	0	19	5	5	87
R7472	7	0	139	0	1	21	0	14	1	5	17
R7473	0	0	3	0	0	1	0	0	0	0	0
R7474	2	0	45	0	4	1	0	0	0	0	6
R7475	0	0	0	0	0	0	0	0	0	0	0
R7476	19	0	104	0	1	14	0	6	1	4	51
R7477	9	0	153	0	0	11	0	20	1	5	39
R7478	19	0	406	0	0	161	0	42	0	15	47
R7479	28	0	239	0	6	35	1	13	1	7	41
R7480	5	0	86	0	0	13	0	4	0	3	2
R7481	16	0	205	0	0	30	0	13	2	7	34
R7482	0	0	1	0	0	0	0	0	0	1	0
R7483	2	0	43	0	0	4	0	1	0	0	1
R7484	0	0	12	0	0	1	0	2	3	0	2
R7485	2	0	8	0	0	1	0	0	0	0	1
R7486	1	1	22	0	0	6	0	3	1	0	5
R7487	125	2	604	0	10	59	0	71	14	31	182
R7488	30	0	490	0	0	95	0	6	7	10	27
R7489	46	0	204	0	4	35	1	24	1	14	60
R7490	28	0	203	0	1	110	0	22	4	2	56
R7491	25	0	352	0	1	99	0	22	2	9	26
R7492	11	0	267	0	0	96	0	70	5	6	171
R7493	5	0	175	0	0	92	0	3	0	2	10
R7494	0	0	0	0	0	0	0	0	0	0	0
R7495	5	0	28	0	1	5	0	1	0	2	5
R7496	67	2	433	0	4	116	0	35	3	8	95
R7497	31	0	202	0	4	20	0	16	6	7	60
R7498	28	0	401	0	0	43	0	33	1	5	31
R7499	23	0	288	0	1	19	0	18	3	8	46
R7500	18	4	150	0	0	78	0	26	9	1	30
R7501	0	0	3	0	0	1	0	0	0	0	0
R7502	56	0	310	0	4	51	0	25	5	4	94
R7503	0	0	0	0	0	0	0	0	0	0	0
R7504	1	0	16	0	0	0	0	0	0	1	4
R7505	1	0	1	0	0	0	0	0	0	0	2
R7506	33	0	247	0	0	30	0	21	7	2	44
R7507	1	0	7	0	0	1	0	0	0	0	5
R7508	0	0	29	0	0	7	0	1	1	0	4
R7509	1	0	3	0	1	0	0	0	0	0	0
R7510	0	0	0	0	0	0	0	0	0	0	0
R7511	0	0	1	0	0	0	0	1	0	0	0
R7512	90	0	616	2	9	45	0	79	5	21	174
R7513	1	0	7	0	0	2	0	0	0	1	2
R7514	0	0	0	0	0	0	0	0	0	0	0
R7515	2	0	15	0	0	2	0	1	1	1	2
R7516	45	1	261	0	0	21	0	11	7	8	86
R7517	2	0	44	0	0	5	0	3	0	1	5
R7518	0	0	4	0	1	1	0	0	0	0	1
R7519	0	0	0	0	0	0	0	0	0	0	0
R7520	8	2	77	0	2	7	0	2	0	0	20
R7521	3	0	78	0	2	6	0	4	1	2	13
R7522	12	0	166	0	2	15	0	3	0	2	29
R7523	29	2	173	0	2	15	0	12	7	7	53
R7524	0	0	0	0	0	0	0	0	0	0	0
R7525	0	0	3	0	0	0	0	1	0	0	1
R7526	0	0	1	0	0	0	0	0	0	0	0
R7527	25	0	172	0	5	29	0	13	4	4	42
R7528	23	2	180	0	1	15	0	17	1	1	41
R7529	0	0	0	0	0	0	0	0	0	0	0
R7530	15	0	77	0	0	19	0	12	1	4	16
R7531	63	2	528	0	25	25	0	63	16	27	210
R7532	2	0	111	0	0	7	0	0	3	3	3
R7533	27	1	390	0	3	41	0	19	2	8	59
R7534	52	0	371	0	5	48	1	27	7	8	111
R7535	2	0	15	0	0	1	0	3	1	4	3
R7536	0	0	0	0	0	0	0	0	0	0	0
R7537	4	0	33	0	0	5	0	3	1	0	17
R7538	1	0	52	0	0	12	0	5	1	1	4
R7539	17	2	122	0	1	14	0	16	8	6	36
R7540	73	1	540	0	3	67	0	68	16	12	126
R7541	23	0	166	0	0	14	0	15	1	6	23
R7542	1	0	8	0	0	0	1	0	0	0	1
R7543	0	0	12	0	0	1	0	1	0	0	3
R7544	9	0	215	0	1	43	0	12	1	12	35
R7545	26	1	358	0	1	25	0	28	7	14	46
R7546	82	3	548	0	9	64	0	33	5	16	79
R7547	0	0	1	0	0	0	0	1	0	0	1
R7548	4	0	172	0	0	6	0	1	0	1	10
R7549	3	0	75	0	1	4	0	3	0	3	8
R7550	11	0	248	0	6	11	0	19	1	3	22
R7551	6	0	254	1	0	19	0	47	4	2	33
R7552	1	0	5	0	0	0	0	2	0	0	8
R7553	56	1	279	0	4	46	1	17	4	8	83
R7554	1	0	2	0	0	0	0	0	0	0	2
R7555	117	2	821	2	6	80	0	56	9	27	128
R7556	0	0	1	0	0	0	0	0	0	0	0
R7557	8	0	518	0	0	65	0	4	1	71	8
R7558	27	0	127	0	2	17	0	16	0	1	61
R7559	66	1	240	0	4	26	0	46	6	4	117
R7560	1	0	2	0	0	0	0	0	0	1	2
R7561	0	0	10	0	0	3	0	0	0	0	0
R7562	11	0	105	0	1	13	0	5	0	2	16
R7563	1	0	19	0	0	0	0	2	0	1	2
R7564	4	0	40	0	1	0	0	0	0	2	10
R7565	1	1	21	0	0	5	0	2	1	0	1
R7566	0	0	4	0	0	1	0	0	0	0	1
R7567	51	1	249	0	1	18	0	51	5	5	52
R7568	28	0	125	0	2	14	0	20	4	3	46
R7569	0	0	0	0	0	0	0	0	0	0	0
R7570	0	0	2	0	0	0	0	0	0	0	0
R7571	99	1	574	0	7	66	1	33	4	26	102
R7572	76	0	316	0	8	63	1	34	5	14	108
R7573	0	0	1	0	0	0	0	0	0	0	0
R7574	16	0	74	0	0	2	1	7	0	2	21
R7575	11	2	186	0	0	37	0	8	2	4	26
R7576	2	0	36	0	0	6	0	3	1	0	0
R7577	1	0	4	0	0	1	0	0	0	0	0
R7578	0	0	0	0	0	0	0	0	0	0	0
R7579	0	0	4	0	0	0	0	0	0	0	1
R7580	0	0	0	0	0	0	0	0	0	0	0
R7581	25	2	193	0	2	54	0	3	2	1	37
R7582	3	0	109	0	0	11	0	8	0	0	7
R7583	54	0	262	0	1	37	0	24	1	8	68
R7584	0	0	0	0	0	0	0	0	0	0	0
R7585	0	0	2	0	0	0	0	0	0	0	0
R7586	47	1	388	1	5	82	0	18	0	4	94
R7587	8	0	195	0	0	5	0	2	1	2	22
R7588	46	0	416	0	0	42	2	35	10	8	91
R7589	5	0	47	0	1	9	0	3	0	0	4
R7590	0	0	3	0	0	0	0	1	0	0	0
R7591	2	0	58	0	0	10	0	1	0	0	2
R7592	18	0	85	0	2	8	0	4	0	3	30
R7593	5	0	41	0	0	4	0	1	0	3	11
R7594	8	1	62	0	0	11	0	5	0	2	33
R7595	0	0	1	0	0	0	0	0	0	0	0
R7596	1	0	1	0	0	0	0	0	0	0	0
R7597	1	0	5	0	0	2	0	0	0	0	2
R7598	19	0	141	0	1	7	0	17	10	3	43
R7599	8	0	71	0	2	21	0	2	2	0	7
R7600	17	0	117	0	1	4	0	35	1	1	23
R7601	68	0	557	0	3	74	0	26	4	25	93
R7602	13	0	139	0	0	12	0	15	4	2	54
R7603	4	0	39	0	0	3	0	0	0	0	8
R7604	47	0	494	0	2	44	1	38	6	18	105
R7606	1	0	1	0	0	0	0	0	0	0	1
R7607	57	0	347	0	3	46	0	13	3	15	88
R7608	45	0	522	0	10	61	0	31	2	14	110
R7609	5	0	94	0	3	14	0	4	0	3	12
R7610	0	0	3	0	0	2	0	0	0	0	0
R7611	7	0	70	0	2	7	0	4	0	2	8
R7612	0	0	0	0	0	0	0	0	0	0	0
R7613	0	0	4	0	0	0	0	0	0	0	1
R7614	0	0	1	0	0	0	0	0	0	0	0
R7615	3	0	53	0	0	13	0	3	0	2	5
R7616	0	0	7	0	0	1	0	0	1	0	0
R7617	35	2	278	0	3	30	0	23	5	14	58
R7618	2	0	34	0	0	2	0	2	2	0	7
R7619	0	0	0	0	0	1	0	0	0	0	0
R7620	19	0	80	0	1	3	0	7	2	2	20
R7621	5	0	47	0	1	2	0	7	0	1	12
R7622	41	1	481	0	2	71	0	29	6	17	62
R7623	0	0	15	0	0	3	0	0	0	1	0
R7624	32	2	218	0	1	24	0	16	2	10	59
R7625	10	0	189	0	2	27	0	7	0	8	26
R7626	103	0	744	0	11	65	1	40	0	37	94
R7627	0	0	1	0	0	0	0	0	0	0	0
R7628	62	0	440	0	2	42	0	44	2	8	92
R7630	39	1	414	0	9	22	1	24	0	20	84
R7631	1	0	4	0	0	2	0	0	0	0	0
R7632	42	0	264	0	12	41	0	14	2	10	35
R7633	25	0	436	0	1	20	0	32	2	11	76
R7634	1	0	18	0	0	3	0	5	0	0	8
R7635	42	2	443	0	6	76	0	34	8	15	97
R7636	12	0	202	0	3	20	0	20	2	5	24
R7637	79	4	317	0	3	31	0	55	7	7	146
R7638	0	0	1	0	0	0	0	1	0	0	0
R7639	35	2	211	0	2	25	0	13	3	8	55
R7640	3	0	20	0	0	5	0	1	0	0	3
R7641	13	0	99	0	3	11	0	7	2	4	17
R7642	40	3	211	0	1	27	0	12	3	4	57
R7643	3	0	34	1	1	7	0	4	0	1	7
R7644	11	1	229	0	1	104	1	23	2	1	139
R7645	22	0	162	0	5	13	1	10	2	3	29
R7646	10	0	104	0	1	10	0	9	1	3	23
R7647	10	2	200	0	3	75	0	7	3	9	33
R7648	11	0	184	1	0	26	0	11	2	5	21
R7649	20	0	276	0	4	36	0	12	3	5	60
R7650	6	1	139	0	0	9	0	22	0	7	33
R7651	0	0	3	0	0	0	0	0	1	0	4
R7652	14	0	102	0	0	7	0	21	1	7	17
R7653	78	3	443	0	6	70	1	30	5	10	102
R7654	103	0	442	0	5	27	0	41	1	14	113
R7655	14	0	205	0	2	25	0	13	1	12	34
R7656	0	0	20	0	0	6	0	3	1	0	6
R7657	15	1	60	0	1	4	0	5	2	4	25
R7658	26	0	266	0	4	39	0	30	4	4	43
R7659	2	0	22	0	0	2	0	7	0	0	7
R7660	63	0	388	0	4	24	0	39	4	10	100
R7661	6	0	24	0	0	0	0	2	0	3	6
R7663	8	0	136	0	2	5	0	12	0	0	5
R7664	5	0	16	0	1	1	0	3	0	0	6
R7665	93	1	598	0	5	34	1	60	8	15	94
R7666	19	0	132	0	0	16	0	9	1	4	36
R7667	0	0	22	0	0	0	0	0	0	0	2
R7668	0	0	227	0	0	75	0	3	0	1	65
R7669	61	5	434	0	1	16	0	61	21	16	169
R7670	5	0	135	0	4	7	0	7	1	7	24
R7671	24	1	161	0	1	9	0	14	2	10	51
R7672	21	0	355	1	11	67	0	11	2	10	52
R7673	12	0	135	0	0	27	0	11	6	0	28
R7674	16	0	171	0	0	28	0	7	1	7	30
R7675	5	0	64	0	2	11	0	8	0	3	6
R7676	0	0	57	0	2	4	0	2	0	0	2
R7677	0	0	2	0	0	0	0	0	0	0	0
R7678	0	0	0	0	0	0	0	0	0	0	0
R7679	0	0	25	0	0	1	0	2	0	2	3
R7680	20	1	223	0	3	35	0	29	3	5	42
R7681	0	0	1	0	0	0	0	0	0	0	0
R7682	17	0	288	0	1	25	1	15	1	6	29
R7683	4	0	64	0	0	13	0	6	4	0	19
R7684	9	0	73	0	0	7	0	10	1	1	36
R7685	1	0	11	0	0	1	0	0	0	0	9
R7686	36	2	335	0	1	87	0	28	1	5	79
R7687	40	0	322	0	0	28	0	63	10	18	114
R7688	1	0	94	0	0	16	0	2	0	3	27
R7689	9	0	117	0	2	9	1	11	0	4	4
R7690	29	0	303	0	0	21	0	18	4	4	59
R7691	1	0	2	0	0	0	0	1	0	0	1
R7692	0	0	3	0	0	0	0	0	0	0	0
R7693	0	0	15	0	0	2	0	1	0	0	6
R7694	0	0	1	0	0	0	0	0	0	0	0
R7695	15	0	184	0	4	16	0	18	2	7	61
R7696	13	0	123	1	1	13	0	26	2	5	42
R7697	0	0	6	0	0	0	0	0	0	0	0
R7698	0	0	13	0	0	0	0	0	0	0	0
R7699	5	0	112	0	0	9	0	3	0	3	10
R7700	0	0	0	0	0	0	0	0	0	0	0
R7701	0	0	0	0	0	0	0	0	0	0	0
R7702	0	0	6	0	0	2	0	0	0	0	0
R7703	36	0	257	0	4	57	0	11	3	8	48
R7704	5	0	63	0	0	13	0	3	3	2	8
R7705	9	1	122	0	3	7	0	20	4	2	41
R7706	14	0	161	0	3	18	0	3	1	3	33
R7707	5	0	30	0	1	4	0	5	1	1	14
R7708	12	0	98	0	0	15	0	14	1	7	23
R7709	46	0	234	0	2	23	0	12	2	7	52
R7710	0	0	2	0	0	0	0	0	0	0	0
R7711	16	0	256	0	0	24	0	4	0	2	19
R7712	3	1	53	0	0	8	0	1	0	0	7
R7713	13	0	57	0	0	24	0	7	2	0	9
R7714	0	0	0	0	0	0	0	0	0	0	0
R7715	0	0	0	0	0	0	0	0	0	0	0
R7716	0	0	3	0	0	1	0	0	0	0	0
R7717	18	1	287	0	2	22	0	29	1	5	60
R7718	7	0	21	0	2	4	0	5	1	1	11
R7719	6	0	159	0	0	4	0	9	0	1	6
R7720	8	0	110	0	4	16	0	7	2	3	25
R7721	3	0	76	0	0	17	0	5	0	1	4
R7722	1	0	36	0	2	0	0	4	0	2	12
R7723	1	0	16	0	0	4	0	4	0	2	0
R7724	0	0	0	0	0	0	0	0	0	0	0
R7725	21	0	184	0	1	23	0	5	2	2	33
R7726	0	0	0	0	0	0	0	0	0	0	0
R7727	0	0	8	0	0	12	0	0	0	0	0
R7728	0	0	0	0	0	0	0	0	0	0	0
R7729	8	1	224	0	2	53	0	32	4	3	26
R7730	49	2	357	1	5	45	0	37	9	5	131
R7731	6	0	66	1	1	3	0	2	0	1	8
R7732	0	0	4	0	0	1	0	0	0	0	1
R7733	4	0	223	0	0	8	0	1	1	0	7
R7734	0	0	0	0	0	0	0	0	0	0	1
R7735	10	0	100	0	0	16	0	7	1	3	7
R7736	4	0	73	0	0	6	0	5	1	0	7
R7737	0	0	3	0	0	0	0	0	0	0	0
R7738	26	0	431	0	1	33	0	11	3	5	19
R7739	0	0	6	0	0	0	0	0	0	0	3
R7740	0	0	2	0	0	1	0	0	0	0	2
R7741	16	0	260	0	2	46	1	16	1	5	81
R7743	50	4	339	0	29	33	0	39	14	12	166
R7744	30	1	106	0	1	8	0	12	5	2	49
R7745	7	0	184	0	3	33	0	12	1	6	41
R7746	0	0	2	0	0	0	0	0	0	0	0
R7747	0	0	0	0	0	0	0	0	0	0	0
R7748	1	0	2	0	0	1	0	0	0	0	0
R7749	0	0	1	0	0	0	0	0	1	0	0
R7750	1	0	14	0	0	4	0	1	0	0	0
R7751	0	0	0	0	0	0	0	0	0	0	0
R7752	9	0	168	0	0	94	0	11	10	0	17
R7753	6	0	57	0	0	14	0	16	1	2	8
R7754	0	0	1	0	0	0	0	0	0	0	0
R7755	0	0	0	0	0	0	0	0	0	0	0
R7756	20	1	199	0	6	36	0	21	2	11	56
R7757	25	4	282	0	3	45	0	17	12	8	92
R7758	45	0	325	0	8	34	0	47	6	9	75
R7759	3	0	8	0	0	0	0	1	0	0	0
R7760	18	0	339	0	4	56	0	20	3	12	43
R7761	1	0	2	0	0	0	0	0	0	1	0
R7762	8	0	48	0	2	6	0	5	3	1	19
R7763	6	0	35	0	0	1	0	8	0	0	16
R7764	0	0	9	0	0	1	0	1	0	0	6
R7765	9	0	79	0	0	9	0	11	0	2	8
R7766	12	0	136	0	0	15	0	15	4	1	75
R7767	15	0	112	0	1	49	0	9	0	1	17
R7768	2	0	41	0	2	10	0	3	1	1	2
R7769	0	0	17	0	0	5	0	5	0	1	6
R7770	0	0	9	0	0	3	0	0	0	1	1
R7771	0	0	0	0	0	1	0	0	0	0	0
R7772	10	0	195	0	4	23	0	26	7	7	34
R7773	0	0	7	0	0	0	0	0	0	0	1
R7774	0	0	3	0	0	0	0	0	0	0	0
R7775	38	0	276	0	1	27	0	34	15	10	77
R7776	22	0	261	0	0	10	0	25	6	6	20
R7777	3	0	12	0	0	5	0	1	1	0	4
R7778	23	0	222	0	2	15	0	17	1	5	28
R7779	0	0	1	0	0	0	0	0	0	1	1
R7780	0	0	1	0	0	0	0	0	0	0	1
R7781	0	0	0	0	0	0	0	0	0	0	0
R7782	2	0	66	0	0	15	0	2	1	4	3
R7783	0	0	1	0	0	0	0	0	0	0	0
R7784	2	0	57	0	0	5	0	3	1	3	8
R7785	0	0	0	0	0	0	0	0	0	0	0
R7786	1	0	52	0	0	3	0	0	0	0	4
R7787	35	1	234	0	3	36	0	23	1	5	78
R7788	11	0	104	0	2	21	0	9	3	3	16
R7789	46	0	255	0	1	47	0	12	2	6	47
R7791	11	0	272	0	0	40	0	23	1	12	31
R7792	4	0	35	0	0	1	0	6	0	4	7
R7793	2	0	65	0	0	8	0	2	0	0	8
R7794	0	0	0	0	0	0	0	0	0	0	0
R7795	3	0	8	0	0	0	0	0	0	0	0
R7796	11	0	99	0	0	3	0	13	0	2	8
R7797	10	1	54	0	2	3	0	9	1	6	9
R7798	1	0	6	0	0	1	0	0	0	0	0
R7799	0	0	0	0	0	0	0	0	0	0	0
R7800	22	2	404	0	1	31	0	47	8	1	79
R7801	0	0	0	0	0	0	0	0	0	0	0
R7803	3	0	27	0	0	2	0	0	0	1	10
R7804	5	0	26	0	0	4	0	4	0	2	6
R7806	16	0	159	0	1	33	0	11	2	0	27
R7807	0	0	0	0	0	0	0	0	0	0	0
R7808	0	0	0	0	0	0	0	0	0	0	0
R7809	9	0	201	0	2	20	0	17	2	5	36
R7810	3	0	118	0	1	11	0	7	3	1	13
R7811	50	1	292	0	10	82	0	7	6	16	87
R7812	18	0	299	0	1	22	0	21	1	5	39
R7813	14	0	160	0	1	17	0	15	3	4	28
R7814	12	0	183	0	2	23	0	14	2	6	17
R7815	2	0	8	0	0	1	0	0	0	0	3
R7816	1	0	11	0	0	4	0	2	0	0	1
R7817	3	0	40	0	1	3	0	2	0	1	23
R7818	29	1	246	0	0	14	0	18	2	6	32
R7819	27	0	136	0	1	12	0	18	1	5	39
R7820	0	0	12	0	0	3	0	3	0	1	4
R7821	88	3	437	0	3	46	0	65	9	10	132
R7822	0	0	13	0	0	2	0	0	0	0	1
R7823	0	0	7	0	2	0	0	0	0	0	2
R7824	76	0	311	0	2	40	1	43	5	12	103
R7825	2	0	22	0	1	7	0	0	0	1	1
